,PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,WEIGHT,HEIGHT,POS,HANDED,DRAFTED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,SIGNING TEAM,TYPE,EXTENSION,SIGNING DATE,SIGNING AGE,ARB. ELIG.1,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
8,259. Brett Pesce,CAR,28,"Nov. 15, 1994",United States,206 lbs - 93 kg,"6'3"" - 191 cm",RD,Right,66 - Round 3 - 2013 (CAR),,,,70,3.0,10.0,13.0,0.19,10.0,107.0,0.03,20:17,5.5,108.0,306.0,189.0,0.23,4.57,12.94,7.99,696.0,641.0,52.06,1521.0,1267.0,54.56,1082.0,921.0,54.02,71.81,72.41,49.79,,,,,,,,,CAR,Standard (1-way),✔,"Aug. 1, 2017",23,,,M-NTC,6,RFA,UFA,2024,"$4,025,000",5.4%,"$4,025,000","$4,025,000","$4,025,000","$4,025,000",$0,$0
9,260. Alex Iafallo,WPG,29,"Dec. 21, 1993",United States,188 lbs - 85 kg,"6'0"" - 183 cm","LW, RW",Left,,,,,82,11.0,16.0,27.0,0.33,14.0,120.0,0.09,15:18,17.42,118.0,246.0,193.0,0.84,5.71,11.9,9.34,600.0,568.0,51.37,1181.0,1182.0,49.98,879.0,836.0,51.25,63.5,57.68,52.4,,,,,,,,,LAK,Standard (1-way),✔,"Apr. 12, 2021",27,,,,4,UFA,UFA,2025,"$4,000,000",4.9%,"$4,000,000","$4,400,000","$4,400,000","$4,400,000",$0,$0
10,261. Robby Fabbri,DET,27,"Jan. 22, 1996",Canada,190 lbs - 86 kg,"5'10"" - 178 cm",LW,Left,21 - Round 1 - 2014 (STL),,,,68,18.0,14.0,32.0,0.47,-13.0,97.0,0.19,12:52,15.68,97.0,164.0,131.0,1.08,6.65,11.25,8.98,460.0,471.0,49.41,908.0,916.0,49.78,661.0,675.0,49.48,53.24,43.1,55.26,,,,,,,,,DET,Standard (1-way),✔,"Dec. 14, 2021",26,,,,3,UFA,UFA,2025,"$4,000,000",4.9%,"$4,000,000","$4,250,000","$4,250,000","$4,250,000",$0,$0
11,262. Jake McCabe,TOR,29,"Oct. 12, 1993",United States,204 lbs - 93 kg,"6'1"" - 185 cm",LD/RD,Left,44 - Round 2 - 2012 (BUF),,,,73,8.0,20.0,28.0,0.38,20.0,73.0,0.11,20:39,4.59,72.0,187.0,113.0,0.18,2.86,7.44,4.5,703.0,775.0,47.56,1418.0,1608.0,46.86,1024.0,1163.0,46.82,79.15,85.55,48.06,,,,,,,,,CHI,Standard (1-way),,"Jul. 28, 2021",27,,,M-NTC,4,UFA,UFA,2025,"$4,000,000",4.9%,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
12,263. Nino Niederreiter,WPG,30,"Sep. 8, 1992",Switzerland,218 lbs - 99 kg,"6'2"" - 188 cm","LW, RW",Left,5 - Round 1 - 2010 (NYI),,,,77,18.0,16.0,34.0,0.44,12.0,170.0,0.11,14:57,23.77,169.0,285.0,226.0,1.25,8.9,15.01,11.91,583.0,495.0,54.08,1237.0,990.0,55.55,875.0,715.0,55.03,65.8,43.9,59.98,,,,,,,,,NSH,Standard (1-way),,"Jul. 21, 2022",29,,,,2,UFA,UFA,2024,"$4,000,000",4.8%,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
13,264. Nick Foligno,CHI,35,"Oct. 31, 1987",United States,208 lbs - 94 kg,"6'0"" - 183 cm","LW, C, RW",Left,28 - Round 1 - 2006 (OTT),,,,74,17.0,20.0,37.0,0.5,-29.0,146.0,0.12,17:45,23.4,145.0,221.0,187.0,1.08,6.7,10.21,8.64,604.0,662.0,47.71,1184.0,1282.0,48.01,852.0,920.0,48.08,66.2,74.75,46.97,,,,,,,,,CHI,35+ (1-way),✔,"Jun. 27, 2023",35,,,,1,UFA,UFA,2024,"$4,000,000",4.8%,"$4,000,000","$4,000,000","$2,000,000","$4,000,000","$2,000,000",$0
14,265. Nick Leddy,STL,32,"Mar. 20, 1991",United States,207 lbs - 94 kg,"6'0"" - 183 cm",LD,Left,16 - Round 1 - 2009 (MIN),,,,82,3.0,25.0,28.0,0.34,14.0,82.0,0.04,22:21,3.72,82.0,172.0,119.0,0.12,2.68,5.63,3.89,772.0,1089.0,41.48,1452.0,2178.0,40.0,1092.0,1611.0,40.4,79.28,122.39,39.31,,,,,,,,,STL,Standard (1-way),,"Jul. 13, 2022",31,,,NTC,4,UFA,UFA,2026,"$4,000,000",4.8%,"$4,000,000","$4,500,000","$4,500,000","$4,500,000",$0,$0
15,266. Ilya Sorokin,NYI,27,"Aug. 4, 1995",Russia,172 lbs - 78 kg,"6'2"" - 188 cm",G,Left,78 - Round 3 - 2014 (NYI),,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,19.0,2.0,3.01,0.908,3.01,3.13,0.12,NYI,Standard (1-way),,"Sep. 1, 2021",25,✔,,,3,RFA,UFA,2024,"$4,000,000",4.9%,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
16,267. Jack Roslovic,NYR,26,"Jan. 29, 1997",United States,187 lbs - 85 kg,"6'1"" - 185 cm","C, RW",Right,25 - Round 1 - 2015 (WPG),,,,59,9.0,22.0,31.0,0.53,-10.0,117.0,0.08,15:33,13.03,117.0,197.0,162.0,0.85,7.65,12.88,10.59,501.0,507.0,49.7,999.0,971.0,50.71,721.0,710.0,50.38,48.6,50.93,48.83,,,,,,,,,CBJ,Standard (1-way),✔,"Jun. 7, 2022",25,✔,,,2,RFA,UFA,2024,"$4,000,000",4.8%,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
17,268. Corey Perry,EDM,38,"May 16, 1985",Canada,205 lbs - 93 kg,"6'3"" - 191 cm",RW,Right,28 - Round 1 - 2003 (ANA),,,,54,12.0,10.0,22.0,0.41,-6.0,82.0,0.15,13:22,13.56,82.0,143.0,120.0,1.14,6.97,12.15,10.19,347.0,308.0,52.98,730.0,597.0,55.01,510.0,452.0,53.01,42.14,29.57,58.76,,,,,,,,,CHI,35+ (1-way),✔,"Jun. 30, 2023",38,,,,1,UFA,UFA,2024,"$4,000,000",4.8%,"$4,000,000","$4,000,000","$2,000,000","$4,000,000","$2,000,000",$0
18,269. Noah Dobson,NYI,23,"Jan. 7, 2000",Canada,184 lbs - 83 kg,"6'4"" - 193 cm",RD,Right,12 - Round 1 - 2018 (NYI),,,✔,79,10.0,60.0,70.0,0.89,12.0,174.0,0.06,24:30,7.24,174.0,447.0,253.0,0.22,5.39,13.85,7.84,1114.0,996.0,52.8,2153.0,1997.0,51.88,1561.0,1419.0,52.38,119.8,109.56,52.23,,,,,,,,,NYI,Standard (1-way),,"Aug. 22, 2022",22,,,,3,RFA,RFA,2025,"$4,000,000",4.8%,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
19,270. Radko Gudas,ANA,33,"Jun. 5, 1990",Czech Republic,205 lbs - 93 kg,"6'0"" - 183 cm",RD,Right,66 - Round 3 - 2010 (TBL),,,,66,6.0,12.0,18.0,0.27,14.0,88.0,0.07,19:30,2.81,87.0,214.0,141.0,0.13,4.13,10.15,6.69,517.0,718.0,41.86,1032.0,1492.0,40.89,759.0,1053.0,41.89,50.59,75.79,40.03,,,,,,,,,ANA,Standard (1-way),,"Jul. 1, 2023",33,,,NTC,3,UFA,UFA,2026,"$4,000,000",4.8%,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
20,271. Ross Colton,COL,26,"Sep. 11, 1996",United States,190 lbs - 86 kg,"6'0"" - 183 cm","C, LW",Left,118 - Round 4 - 2016 (TBL),,,,80,17.0,23.0,40.0,0.5,-8.0,146.0,0.12,13:43,23.0,147.0,309.0,241.0,1.27,8.14,17.12,13.35,621.0,515.0,54.67,1276.0,1042.0,55.05,912.0,732.0,55.47,68.45,54.78,55.55,,,,,,,,,COL,Standard (1-way),,"Jul. 17, 2023",26,✔,✔,,4,RFA,UFA,2027,"$4,000,000",4.8%,"$4,000,000","$4,100,000","$4,100,000","$4,100,000",$0,$0
21,272. Joonas Korpisalo,OTT,29,"Apr. 28, 1994",Finland,191 lbs - 87 kg,"6'3"" - 191 cm",G,Left,62 - Round 3 - 2012 (CBJ),,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,26.0,0.0,3.27,0.89,3.27,3.02,-0.26,OTT,Standard (1-way),,"Jul. 1, 2023",29,,,M-NTC,5,UFA,UFA,2028,"$4,000,000",4.8%,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
22,273. Jake Oettinger,DAL,24,"Dec. 18, 1998",United States,205 lbs - 93 kg,"6'4"" - 193 cm",G,Left,26 - Round 1 - 2017 (DAL),,,✔,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,14.0,3.0,2.72,0.905,2.72,2.77,0.05,DAL,Standard (1-way),,"Sep. 1, 2022",23,,,,3,RFA,RFA,2025,"$4,000,000",4.8%,"$4,000,000","$4,800,000","$4,800,000","$4,800,000",$0,$0
23,274. Adam Larsson,SEA,30,"Nov. 12, 1992",Sweden,208 lbs - 94 kg,"6'3"" - 191 cm",RD,Right,4 - Round 1 - 2011 (NJD),,,,81,4.0,14.0,18.0,0.22,6.0,130.0,0.03,22:56,7.4,128.0,300.0,184.0,0.24,4.18,9.8,6.01,751.0,1018.0,42.45,1664.0,2047.0,44.84,1104.0,1522.0,42.04,74.23,111.16,40.04,,,,,,,,,SEA,Standard (1-way),✔,"Jul. 21, 2021",28,,,M-NTC,4,UFA,UFA,2025,"$4,000,000",4.9%,"$4,000,000","$5,500,000","$5,500,000","$5,500,000",$0,$0
24,275. Erik Gudbranson,CBJ,31,"Jan. 7, 1992",Canada,217 lbs - 98 kg,"6'5"" - 196 cm",RD,Right,3 - Round 1 - 2010 (FLA),,,,78,6.0,20.0,26.0,0.33,-14.0,91.0,0.07,19:39,2.2,91.0,218.0,130.0,0.09,3.56,8.52,5.09,596.0,1014.0,37.02,1245.0,2055.0,37.72,874.0,1460.0,37.45,54.28,105.19,34.04,,,,,,,,,CBJ,Standard (1-way),,"Jul. 13, 2022",30,,,M-NTC,4,UFA,UFA,2026,"$4,000,000",4.8%,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
25,276. Jake DeBrusk,BOS,26,"Oct. 17, 1996",Canada,188 lbs - 85 kg,"6'0"" - 183 cm","RW, LW",Left,14 - Round 1 - 2015 (BOS),,,,80,19.0,21.0,40.0,0.5,4.0,183.0,0.1,16:49,25.96,183.0,331.0,251.0,1.15,8.15,14.75,11.18,678.0,688.0,49.63,1300.0,1378.0,48.54,955.0,1010.0,48.6,77.31,75.08,50.73,,,,,,,,,BOS,Standard (1-way),✔,"Mar. 21, 2022",25,✔,,,2,RFA,UFA,2024,"$4,000,000",4.9%,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
26,277. Carter Hart,PHI,24,"Aug. 13, 1998",Canada,181 lbs - 82 kg,"6'2"" - 188 cm",G,Left,48 - Round 2 - 2016 (PHI),,,✔,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,9.0,1.0,2.8,0.907,2.8,2.87,0.06,PHI,Standard (1-way),,"Aug. 9, 2021",22,,,,3,RFA,RFA,2024,"$3,979,000",4.9%,"$3,979,000","$4,479,000","$4,479,000","$4,479,000",$0,$0
27,278. Brenden Dillon,WPG,32,"Nov. 13, 1990",Canada,225 lbs - 102 kg,"6'4"" - 193 cm",LD,Left,,,,,77,8.0,12.0,20.0,0.26,20.0,79.0,0.1,18:44,2.71,79.0,205.0,121.0,0.11,3.28,8.52,5.03,621.0,829.0,42.83,1276.0,1662.0,43.43,928.0,1198.0,43.65,66.77,87.66,43.24,,,,,,,,,WSH,Standard (1-way),✔,"Oct. 6, 2020",29,,,,4,UFA,UFA,2024,"$3,900,000",4.8%,"$3,900,000","$4,000,000","$2,000,000","$4,000,000","$2,000,000",$0
28,279. Matt Dumba,TBL,28,"Jul. 25, 1994",Canada,180 lbs - 82 kg,"6'0"" - 183 cm",RD,Right,7 - Round 1 - 2012 (MIN),,,,76,4.0,8.0,12.0,0.16,-18.0,86.0,0.05,19:44,5.03,85.0,201.0,133.0,0.2,3.4,8.03,5.32,574.0,900.0,38.94,1153.0,1772.0,39.42,836.0,1311.0,38.94,58.71,98.58,37.33,,,,,,,,,ARI,Standard (1-way),,"Aug. 6, 2023",28,,,,1,UFA,UFA,2024,"$3,900,000",4.7%,"$3,900,000","$3,900,000","$2,550,000","$3,900,000","$1,350,000",$0
29,280. Evan Bouchard,EDM,23,"Oct. 20, 1999",Canada,194 lbs - 88 kg,"6'3"" - 191 cm",RD,Right,10 - Round 1 - 2018 (EDM),,,,81,18.0,64.0,82.0,1.01,34.0,220.0,0.08,22:59,12.47,220.0,488.0,303.0,0.4,7.09,15.72,9.76,1319.0,735.0,64.22,2487.0,1354.0,64.75,1854.0,1015.0,64.62,166.38,82.6,66.81,,,,,,,,,EDM,Standard (1-way),,"Aug. 24, 2023",23,,,,2,RFA,RFA,2025,"$3,900,000",4.7%,"$3,900,000","$3,500,000","$3,500,000","$3,500,000",$0,$0
30,281. K'Andre Miller,NYR,23,"Jan. 21, 2000",United States,210 lbs - 95 kg,"6'5"" - 196 cm",LD,Left,22 - Round 1 - 2018 (NYR),,,,80,8.0,22.0,30.0,0.38,5.0,96.0,0.08,21:33,8.25,96.0,241.0,152.0,0.28,3.34,8.38,5.29,805.0,894.0,47.38,1623.0,1836.0,46.92,1159.0,1305.0,47.04,83.88,89.27,48.44,,,,,,,,,NYR,Standard (1-way),,"Jul. 11, 2023",23,,,,2,RFA,RFA,2025,"$3,872,000",4.6%,"$3,872,000","$3,098,000","$2,748,000","$3,098,000","$350,000",$0
31,282. Bowen Byram,BUF,22,"Jun. 13, 2001",Canada,195 lbs - 88 kg,"6'0"" - 183 cm",LD/RD,Left,4 - Round 1 - 2019 (COL),,,,73,11.0,18.0,29.0,0.4,0.0,84.0,0.13,20:20,5.86,84.0,205.0,124.0,0.24,3.39,8.27,5.01,748.0,734.0,50.47,1439.0,1462.0,49.6,1034.0,1078.0,48.96,69.86,80.13,46.58,,,,,,,,,COL,Standard (1-way),,"Jul. 1, 2023",22,,,,2,RFA,RFA,2025,"$3,850,000",4.6%,"$3,850,000","$3,080,000","$3,080,000","$3,080,000",$0,$0
32,283. Jake Allen,NJD,32,"Aug. 7, 1990",Canada,195 lbs - 88 kg,"6'2"" - 188 cm",G,Left,34 - Round 2 - 2008 (STL),,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,18.0,0.0,3.44,0.895,3.44,3.52,0.08,MTL,Standard (1-way),✔,"Oct. 1, 2022",32,,,M-NTC,2,UFA,UFA,2025,"$3,850,000",4.7%,"$3,850,000","$4,400,000","$3,900,000","$4,400,000","$500,000",$0
33,284. Petr Mrázek,CHI,31,"Feb. 14, 1992",Czech Republic,190 lbs - 86 kg,"6'1"" - 185 cm",G,Left,141 - Round 5 - 2010 (DET),,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,31.0,1.0,3.05,0.907,3.05,3.27,0.22,TOR,Standard (1-way),,"Jul. 28, 2021",29,,,M-NTC,3,UFA,UFA,2024,"$3,800,000",4.7%,"$3,800,000","$4,400,000","$4,400,000","$4,400,000",$0,$0
34,285. Nikita Zadorov,VAN,28,"Apr. 16, 1995",Russia,235 lbs - 107 kg,"6'6"" - 198 cm",LD/RD,Left,16 - Round 1 - 2013 (BUF),,,,75,6.0,14.0,20.0,0.27,0.0,90.0,0.07,17:26,3.19,88.0,249.0,153.0,0.15,4.09,11.58,7.12,535.0,644.0,45.38,1123.0,1258.0,47.17,810.0,919.0,46.85,47.78,67.03,41.62,,,,,,,,,CGY,Standard (1-way),,"Jul. 13, 2022",27,,,,2,UFA,UFA,2024,"$3,750,000",4.5%,"$3,750,000","$3,750,000","$3,750,000","$3,750,000",$0,$0
35,286. Boone Jenner,CBJ,30,"Jun. 15, 1993",Canada,208 lbs - 94 kg,"6'2"" - 188 cm","C, LW",Left,37 - Round 2 - 2011 (CBJ),,,,58,22.0,13.0,35.0,0.6,-8.0,155.0,0.14,20:05,22.86,155.0,287.0,237.0,1.18,7.98,14.77,12.2,643.0,640.0,50.12,1352.0,1261.0,51.74,953.0,909.0,51.18,76.27,74.25,50.67,,,,,,,,,CBJ,Standard (1-way),✔,"Jul. 28, 2021",29,,,M-NTC,4,UFA,UFA,2026,"$3,750,000",4.6%,"$3,750,000","$3,750,000","$3,750,000","$3,750,000",$0,$0
36,287. Filip Gustavsson,MIN,25,"Jun. 7, 1998",Sweden,185 lbs - 84 kg,"6'2"" - 188 cm",G,Left,55 - Round 2 - 2016 (PIT),,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,18.0,3.0,3.06,0.9,3.06,2.9,-0.16,MIN,Standard (1-way),,"Jul. 31, 2023",25,✔,✔,,3,RFA,UFA,2026,"$3,750,000",4.5%,"$3,750,000","$4,250,000","$4,250,000","$4,250,000",$0,$0
37,288. Matt Grzelcyk,BOS,29,"Jan. 5, 1994",United States,174 lbs - 79 kg,"5'9"" - 175 cm",LD,Left,85 - Round 3 - 2012 (BOS),,,,63,2.0,9.0,11.0,0.17,13.0,59.0,0.03,17:35,2.54,60.0,152.0,99.0,0.14,3.25,8.23,5.36,490.0,605.0,44.75,970.0,1222.0,44.25,716.0,896.0,44.42,48.53,59.5,44.92,,,,,,,,,BOS,Standard (1-way),,"Oct. 17, 2020",26,✔,✔,,4,RFA,UFA,2024,"$3,687,500",4.5%,"$3,687,500","$4,250,000","$4,250,000","$4,250,000",$0,$0
38,289. Ryan Suter,DAL,38,"Jan. 21, 1985",United States,206 lbs - 93 kg,"6'2"" - 188 cm",LD,Left,7 - Round 1 - 2003 (NSH),,,,82,2.0,15.0,17.0,0.21,14.0,102.0,0.02,18:56,3.8,102.0,254.0,163.0,0.15,3.94,9.81,6.3,709.0,772.0,47.87,1490.0,1547.0,49.06,1074.0,1134.0,48.64,71.97,68.29,51.31,,,,,,,,,DAL,35+ (1-way),,"Jul. 28, 2021",36,,,NMC,4,UFA,UFA,2025,"$3,650,000",4.5%,"$3,650,000","$4,300,000","$4,300,000","$4,300,000",$0,$0
39,290. Frank Vatrano,ANA,29,"Mar. 14, 1994",United States,204 lbs - 93 kg,"5'11"" - 180 cm","LW, RW",Left,,,,,82,37.0,23.0,60.0,0.73,-20.0,272.0,0.14,18:20,25.65,268.0,449.0,345.0,1.03,10.8,18.1,13.9,754.0,860.0,46.72,1421.0,1676.0,45.88,1044.0,1247.0,45.57,72.95,96.91,42.95,,,,,,,,,ANA,Standard (1-way),,"Jul. 13, 2022",28,,,,3,UFA,UFA,2025,"$3,650,000",4.4%,"$3,650,000","$3,650,000","$3,650,000","$3,650,000",$0,$0
40,291. Barclay Goodrow,NYR,30,"Feb. 26, 1993",Canada,215 lbs - 98 kg,"6'2"" - 188 cm","C, LW",Left,,,,,80,4.0,8.0,12.0,0.15,-13.0,61.0,0.07,12:33,8.07,61.0,121.0,89.0,0.48,3.64,7.22,5.31,329.0,539.0,37.9,669.0,1226.0,35.29,481.0,843.0,36.33,35.43,58.49,37.72,,,,,,,,,NYR,Standard (1-way),✔,"Jul. 22, 2021",28,,,M-NTC,6,UFA,UFA,2027,"$3,641,667",4.5%,"$3,641,667","$5,100,000","$5,100,000","$5,100,000",$0,$0
41,292. Ilya Samsonov,TOR,26,"Feb. 22, 1997",Russia,208 lbs - 94 kg,"6'3"" - 191 cm",G,Left,22 - Round 1 - 2015 (WSH),,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,7.0,3.0,3.13,0.89,3.13,2.95,-0.18,TOR,Standard (1-way),,"Jul. 23, 2023",26,✔,✔,,1,RFA,UFA,2024,"$3,550,000",4.3%,"$3,550,000","$3,550,000","$3,550,000","$3,550,000",$0,$0
42,293. Brandon Montour,FLA,29,"Apr. 11, 1994",Canada,189 lbs - 86 kg,"6'0"" - 183 cm",RD,Right,55 - Round 2 - 2014 (ANA),,,,66,8.0,25.0,33.0,0.5,1.0,168.0,0.05,23:26,9.94,168.0,413.0,247.0,0.39,6.51,16.01,9.58,989.0,647.0,60.45,1979.0,1225.0,61.77,1412.0,940.0,60.03,113.28,61.72,64.73,,,,,,,,,FLA,Standard (1-way),✔,"Jul. 27, 2021",27,,,,3,UFA,UFA,2024,"$3,500,000",4.3%,"$3,500,000","$5,250,000","$775,000","$5,250,000","$4,475,000",$0
43,294. Joel Edmundson,TOR,30,"Jun. 28, 1993",Canada,224 lbs - 102 kg,"6'5"" - 196 cm",LD/RD,Left,46 - Round 2 - 2011 (STL),,,,53,1.0,5.0,6.0,0.11,-2.0,46.0,0.02,16:40,2.27,46.0,122.0,72.0,0.15,3.12,8.28,4.88,365.0,472.0,43.61,767.0,999.0,43.43,548.0,714.0,43.42,35.27,50.42,41.16,,,,,,,,,MTL,Standard (1-way),✔,"Sep. 16, 2020",27,,,M-NTC,4,UFA,UFA,2024,"$3,500,000",4.3%,"$3,500,000","$3,187,500","$1,187,500","$3,187,500","$2,000,000",$0
44,295. Marc-André Fleury,MIN,38,"Nov. 28, 1984",Canada,185 lbs - 84 kg,"6'2"" - 188 cm",G,Left,1 - Round 1 - 2003 (PIT),,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,15.0,2.0,2.98,0.895,2.98,2.75,-0.23,MIN,35+ (1-way),✔,"Jul. 7, 2022",37,,,NMC,2,UFA,UFA,2024,"$3,500,000",4.2%,"$3,500,000","$3,500,000","$3,500,000","$3,500,000",$0,$0
45,296. Scott Mayfield,NYI,30,"Oct. 14, 1992",United States,223 lbs - 101 kg,"6'5"" - 196 cm",RD,Right,34 - Round 2 - 2011 (NYI),,,,41,0.0,5.0,5.0,0.12,-7.0,36.0,0.0,18:45,1.22,36.0,107.0,53.0,0.1,2.81,8.34,4.13,256.0,483.0,34.64,536.0,1004.0,34.81,375.0,702.0,34.82,25.95,50.81,33.81,,,,,,,,,NYI,Standard (1-way),,"Jul. 1, 2023",30,,,NTC,7,UFA,UFA,2030,"$3,500,000",4.2%,"$3,500,000","$3,500,000","$3,500,000","$3,500,000",$0,$0
46,297. David Savard,MTL,32,"Oct. 22, 1990",Canada,234 lbs - 106 kg,"6'2"" - 188 cm",RD,Right,94 - Round 4 - 2009 (CBJ),,,,60,6.0,18.0,24.0,0.4,-1.0,54.0,0.11,20:14,2.2,54.0,118.0,74.0,0.11,2.67,5.83,3.66,483.0,815.0,37.21,956.0,1650.0,36.68,695.0,1162.0,37.43,47.81,93.46,33.84,,,,,,,,,MTL,Standard (1-way),,"Jul. 28, 2021",30,,,,4,UFA,UFA,2025,"$3,500,000",4.3%,"$3,500,000","$4,200,000","$4,200,000","$4,200,000",$0,$0
47,298. Alexander Kerfoot,UTA,28,"Aug. 11, 1994",Canada,185 lbs - 84 kg,"5'10"" - 178 cm","LW, C, RW",Left,150 - Round 5 - 2012 (NJD),,,,82,13.0,32.0,45.0,0.55,-15.0,103.0,0.13,17:26,19.87,104.0,195.0,163.0,0.83,4.36,8.18,6.84,599.0,789.0,43.16,1266.0,1575.0,44.56,897.0,1149.0,43.84,71.05,97.74,42.09,,,,,,,,,ARI,Standard (1-way),,"Jul. 1, 2023",28,,,M-NTC,2,UFA,UFA,2025,"$3,500,000",4.2%,"$3,500,000","$3,000,000","$3,000,000","$3,000,000",$0,$0
48,299. Brandon Tanev,SEA,31,"Dec. 31, 1991",Canada,180 lbs - 82 kg,"6'0"" - 183 cm","LW, RW",Left,,,,,66,7.0,9.0,16.0,0.24,2.0,73.0,0.1,14:35,10.95,72.0,133.0,110.0,0.69,4.55,8.41,6.96,320.0,535.0,37.43,685.0,1171.0,36.9,475.0,826.0,36.51,32.42,61.11,34.65,,,,,,,,,PIT,Standard (1-way),,"Jul. 1, 2019",27,,,M-NTC,6,UFA,UFA,2025,"$3,500,000",4.3%,"$3,500,000","$3,500,000","$2,500,000","$3,500,000","$1,000,000",$0
49,300. Joe Pavelski,DAL,38,"Jul. 11, 1984",United States,195 lbs - 88 kg,"5'11"" - 180 cm",RW,Right,205 - Round 7 - 2003 (SJS),,,,82,27.0,40.0,67.0,0.82,12.0,194.0,0.14,16:48,29.52,194.0,329.0,261.0,1.28,8.44,14.32,11.36,831.0,573.0,59.19,1702.0,1179.0,59.08,1218.0,839.0,59.21,102.09,53.51,65.61,,,,,,,,,DAL,35+ (1-way),✔,"Jan. 1, 2023",38,,,NMC,1,UFA,UFA,2024,"$3,500,000",4.2%,"$5,500,000","$3,500,000","$3,500,000","$3,500,000",$0,"$2,000,000"
0,301. Jeremy Swayman,BOS,24,"Nov. 24, 1998",United States,187 lbs - 85 kg,"6'2"" - 188 cm",G,Left,111 - Round 4 - 2017 (BOS),,,✔,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,10.0,3.0,2.53,0.916,2.52,3.09,0.56,BOS,Standard (1-way),,"Aug. 1, 2023",24,✔,✔,,1,RFA,RFA,2024,"$3,475,000",4.2%,"$3,475,000","$3,475,000","$3,475,000","$3,475,000",$0,$0
1,302. Gabriel Vilardi,WPG,23,"Aug. 16, 1999",Canada,185 lbs - 84 kg,"6'2"" - 188 cm","RW, C",Right,11 - Round 1 - 2017 (LAK),,,✔,47,22.0,14.0,36.0,0.77,11.0,117.0,0.19,17:00,19.89,116.0,179.0,156.0,1.52,8.85,13.66,11.9,469.0,362.0,56.44,898.0,707.0,55.95,661.0,525.0,55.73,57.68,37.54,60.58,,,,,,,,,WPG,Standard (1-way),,"Jul. 19, 2023",23,✔,✔,,2,RFA,RFA,2025,"$3,437,500",4.1%,"$3,437,500","$3,275,000","$3,275,000","$3,275,000",$0,$0
2,303. Matias Maccelli,UTA,22,"Oct. 14, 2000",Finland,165 lbs - 75 kg,"5'11"" - 180 cm",LW,Left,98 - Round 4 - 2019 (ARI),,,,82,17.0,40.0,57.0,0.7,-4.0,149.0,0.11,16:14,18.51,149.0,288.0,205.0,0.83,6.72,12.98,9.24,694.0,626.0,52.58,1371.0,1233.0,52.65,1007.0,912.0,52.48,81.84,71.63,53.33,,,,,,,,,ARI,Standard (1-way),,"Jul. 17, 2023",22,,,,3,RFA,RFA,2026,"$3,425,000",4.1%,"$3,425,000","$3,000,000","$3,000,000","$3,000,000",$0,$0
3,304. Jake Walman,DET,27,"Feb. 20, 1996",Canada,170 lbs - 77 kg,"6'1"" - 185 cm",LD,Left,82 - Round 3 - 2014 (STL),,,,63,12.0,9.0,21.0,0.33,-2.0,108.0,0.11,19:46,5.0,108.0,254.0,160.0,0.24,5.2,12.24,7.71,549.0,731.0,42.89,1108.0,1528.0,42.03,791.0,1090.0,42.05,51.62,89.35,36.61,,,,,,,,,DET,Standard (1-way),✔,"Feb. 28, 2023",27,,,M-NTC,3,UFA,UFA,2026,"$3,400,000",4.1%,"$3,400,000","$3,500,000","$3,500,000","$3,500,000",$0,$0
